"Fnc" "Time"
"194" "fnc_assign(y10000)" 7092931
"195" "fnc_assign(y40000)" 62603203
"196" "fnc_assign(y5000)" 3462214
"197" "fnc_assign(y30000)" 21888341
"198" "fnc_assign(y5000)" 4351239
"199" "fnc_assign(y10000)" 6855911
"200" "fnc_assign(y40000)" 29729441
"201" "fnc_assign(y20000)" 14917346
"202" "fnc_assign(y40000)" 28921364
"203" "fnc_assign(y5000)" 4354620
"204" "fnc_assign(y100)" 84323
"205" "fnc_assign(y30000)" 21622845
"206" "fnc_assign(y20000)" 14924881
"207" "fnc_assign(y30000)" 21734637
"208" "fnc_assign(y30000)" 22672340
"209" "fnc_assign(y1000)" 717614
"210" "fnc_assign(y10000)" 6892151
"211" "fnc_assign(y1000)" 709107
"212" "fnc_assign(y50000)" 37237574
"213" "fnc_assign(y20000)" 14702793
"214" "fnc_assign(y1000)" 738601
"215" "fnc_assign(y100)" 85417
"216" "fnc_assign(y100)" 75617
"217" "fnc_assign(y20000)" 14924538
"218" "fnc_assign(y5000)" 3443703
"219" "fnc_assign(y1000)" 778870
"220" "fnc_assign(y5000)" 4153173
"221" "fnc_assign(y40000)" 28682355
"222" "fnc_assign(y40000)" 29145443
"223" "fnc_assign(y5000)" 3571283
"224" "fnc_assign(y1000)" 2746190
"225" "fnc_assign(y50000)" 36554902
"226" "fnc_assign(y30000)" 22312548
"227" "fnc_assign(y100)" 90072
"228" "fnc_assign(y40000)" 30050867
"229" "fnc_assign(y10000)" 7265909
"230" "fnc_assign(y5000)" 4308008
"231" "fnc_assign(y40000)" 29221264
"232" "fnc_assign(y10000)" 7714488
"233" "fnc_assign(y20000)" 15152493
"234" "fnc_assign(y10000)" 7134592
"235" "fnc_assign(y10000)" 8151444
"236" "fnc_assign(y10000)" 7109622
"237" "fnc_assign(y20000)" 15052873
"238" "fnc_assign(y1000)" 757238
"239" "fnc_assign(y20000)" 15056848
"240" "fnc_assign(y1000)" 726502
"241" "fnc_assign(y40000)" 30071380
"242" "fnc_assign(y20000)" 15104433
"243" "fnc_assign(y5000)" 3404656
"244" "fnc_assign(y30000)" 22455211
"245" "fnc_assign(y30000)" 22295488
"246" "fnc_assign(y10000)" 7715868
"247" "fnc_assign(y100)" 90181
"248" "fnc_assign(y1000)" 735105
"249" "fnc_assign(y1000)" 773850
"250" "fnc_assign(y40000)" 30097576
"251" "fnc_assign(y40000)" 30285186
"252" "fnc_assign(y50000)" 37034046
"253" "fnc_assign(y100)" 92303
"254" "fnc_assign(y1000)" 692831
"255" "fnc_assign(y5000)" 3620027
"256" "fnc_assign(y100)" 89691
"257" "fnc_assign(y1000)" 721407
"258" "fnc_assign(y5000)" 3563881
"259" "fnc_assign(y30000)" 22906813
"260" "fnc_assign(y1000)" 712710
"261" "fnc_assign(y5000)" 3529993
"262" "fnc_assign(y50000)" 37636878
"263" "fnc_assign(y50000)" 37749412
"264" "fnc_assign(y50000)" 37816455
"265" "fnc_assign(y1000)" 708523
"266" "fnc_assign(y5000)" 3531913
"267" "fnc_assign(y40000)" 30494611
"268" "fnc_assign(y20000)" 15045970
"269" "fnc_assign(y50000)" 36845448
"270" "fnc_assign(y20000)" 14939415
"271" "fnc_assign(y20000)" 15288017
"272" "fnc_assign(y5000)" 3472987
"273" "fnc_assign(y5000)" 3515276
"274" "fnc_assign(y5000)" 3643639
"275" "fnc_assign(y5000)" 3598780
"276" "fnc_assign(y50000)" 39067307
"277" "fnc_assign(y100)" 89706
"278" "fnc_assign(y10000)" 7178716
"279" "fnc_assign(y40000)" 29802728
"280" "fnc_assign(y10000)" 7461984
"281" "fnc_assign(y10000)" 7808076
"282" "fnc_assign(y50000)" 37004638
"283" "fnc_assign(y100)" 98414
"284" "fnc_assign(y5000)" 3685472
"285" "fnc_assign(y5000)" 3673617
"286" "fnc_assign(y100)" 87597
"287" "fnc_assign(y1000)" 1463242
"288" "fnc_assign(y20000)" 14284065
"289" "fnc_assign(y1000)" 752981
"290" "fnc_assign(y30000)" 22684102
"291" "fnc_assign(y10000)" 7307876
"292" "fnc_assign(y30000)" 23518433
"293" "fnc_assign(y50000)" 37276855
"294" "fnc_assign(y40000)" 29961058
"295" "fnc_assign(y30000)" 22575521
"296" "fnc_assign(y20000)" 14997819
"297" "fnc_assign(y30000)" 22398114
"298" "fnc_assign(y10000)" 8104228
"299" "fnc_assign(y50000)" 36796275
"300" "fnc_assign(y5000)" 3626961
"301" "fnc_assign(y10000)" 7413028
"302" "fnc_assign(y30000)" 23017743
"303" "fnc_assign(y30000)" 22212856
"304" "fnc_assign(y100)" 104066
"305" "fnc_assign(y50000)" 37146572
"306" "fnc_assign(y5000)" 4252012
"307" "fnc_assign(y100)" 84900
"308" "fnc_assign(y50000)" 37139843
"309" "fnc_assign(y1000)" 723798
"310" "fnc_assign(y5000)" 3742726
"311" "fnc_assign(y20000)" 14952065
"312" "fnc_assign(y100)" 92253
"313" "fnc_assign(y10000)" 7413401
"314" "fnc_assign(y100)" 92933
"315" "fnc_assign(y20000)" 15012829
"316" "fnc_assign(y20000)" 15159929
"317" "fnc_assign(y10000)" 7798638
"318" "fnc_assign(y30000)" 22339960
"319" "fnc_assign(y50000)" 37476558
"320" "fnc_assign(y30000)" 23050224
"321" "fnc_assign(y20000)" 14208454
"322" "fnc_assign(y20000)" 15335615
"323" "fnc_assign(y5000)" 4291848
"324" "fnc_assign(y5000)" 3564073
"325" "fnc_assign(y1000)" 776682
"326" "fnc_assign(y20000)" 15090647
"327" "fnc_assign(y50000)" 38304180
"328" "fnc_assign(y30000)" 22205110
"329" "fnc_assign(y40000)" 30524576
"330" "fnc_assign(y20000)" 15213731
"331" "fnc_assign(y10000)" 7242243
"332" "fnc_assign(y100)" 91821
"333" "fnc_assign(y1000)" 727768
"334" "fnc_assign(y10000)" 7757012
"335" "fnc_assign(y5000)" 3681787
"336" "fnc_assign(y30000)" 22122708
"337" "fnc_assign(y10000)" 7767320
"338" "fnc_assign(y1000)" 772715
"339" "fnc_assign(y40000)" 31401857
"340" "fnc_assign(y5000)" 3621758
"341" "fnc_assign(y30000)" 22398456
"342" "fnc_assign(y10000)" 7908369
"343" "fnc_assign(y40000)" 30056350
"344" "fnc_assign(y1000)" 740591
"345" "fnc_assign(y100)" 84695
"346" "fnc_assign(y20000)" 14249678
"347" "fnc_assign(y1000)" 1507593
"348" "fnc_assign(y1000)" 733659
"349" "fnc_assign(y20000)" 14301980
"350" "fnc_assign(y40000)" 29940539
"351" "fnc_assign(y100)" 94006
"352" "fnc_assign(y50000)" 37308489
"353" "fnc_assign(y50000)" 68938311
"354" "fnc_assign(y40000)" 28425207
"355" "fnc_assign(y1000)" 1395957
"356" "fnc_assign(y10000)" 6897209
"357" "fnc_assign(y30000)" 21573263
"358" "fnc_assign(y1000)" 719344
"359" "fnc_assign(y30000)" 22753706
"360" "fnc_assign(y30000)" 21543442
"361" "fnc_assign(y30000)" 21567983
"362" "fnc_assign(y10000)" 7935527
"363" "fnc_assign(y30000)" 21371026
"364" "fnc_assign(y40000)" 29518832
"365" "fnc_assign(y50000)" 35949581
"366" "fnc_assign(y30000)" 21690460
"367" "fnc_assign(y50000)" 36974032
"368" "fnc_assign(y20000)" 14658857
"369" "fnc_assign(y100)" 85113
"370" "fnc_assign(y100)" 80457
"371" "fnc_assign(y1000)" 734862
"372" "fnc_assign(y40000)" 28359963
"373" "fnc_assign(y20000)" 16226717
"374" "fnc_assign(y20000)" 14895474
"375" "fnc_assign(y50000)" 37228697
"376" "fnc_assign(y5000)" 4274532
"377" "fnc_assign(y40000)" 29264699
"378" "fnc_assign(y40000)" 29843921
"379" "fnc_assign(y1000)" 757303
"380" "fnc_assign(y50000)" 37934726
"381" "fnc_assign(y50000)" 37628990
"382" "fnc_assign(y30000)" 22121690
"383" "fnc_assign(y10000)" 7915075
"384" "fnc_assign(y30000)" 22018518
"385" "fnc_assign(y30000)" 22381529
"386" "fnc_assign(y10000)" 8011989
"387" "fnc_assign(y30000)" 21901301
"388" "fnc_assign(y100)" 107390
"389" "fnc_assign(y20000)" 14946899
"390" "fnc_assign(y5000)" 3705645
"391" "fnc_assign(y10000)" 7995971
"392" "fnc_assign(y5000)" 3475330
"393" "fnc_assign(y30000)" 22401138
"394" "fnc_assign(y50000)" 37396365
"395" "fnc_assign(y30000)" 22997067
"396" "fnc_assign(y50000)" 36940909
"397" "fnc_assign(y30000)" 22985420
"398" "fnc_assign(y50000)" 37087942
"399" "fnc_assign(y100)" 92881
"400" "fnc_assign(y40000)" 29992284
"401" "fnc_assign(y100)" 91637
"402" "fnc_assign(y100)" 83344
"403" "fnc_assign(y20000)" 15040074
"404" "fnc_assign(y10000)" 8053259
"405" "fnc_assign(y10000)" 7442405
"406" "fnc_assign(y10000)" 7394007
"407" "fnc_assign(y5000)" 4229479
"408" "fnc_assign(y20000)" 14996794
"409" "fnc_assign(y1000)" 702193
"410" "fnc_assign(y50000)" 36929261
"411" "fnc_assign(y5000)" 3622031
"412" "fnc_assign(y20000)" 14912718
"413" "fnc_assign(y100)" 109913
"414" "fnc_assign(y20000)" 15305563
"415" "fnc_assign(y50000)" 38443547
"416" "fnc_assign(y40000)" 30005858
"417" "fnc_assign(y1000)" 743745
"418" "fnc_assign(y20000)" 15576262
"419" "fnc_assign(y1000)" 754524
"420" "fnc_assign(y40000)" 30194666
"421" "fnc_assign(y40000)" 29180634
"422" "fnc_assign(y100)" 94121
"423" "fnc_assign(y30000)" 23067956
"424" "fnc_assign(y40000)" 30218278
"425" "fnc_assign(y100)" 92771
"426" "fnc_assign(y40000)" 29225762
"427" "fnc_assign(y100)" 90433
"428" "fnc_assign(y50000)" 37870227
"429" "fnc_assign(y1000)" 698740
"430" "fnc_assign(y30000)" 21952757
"431" "fnc_assign(y40000)" 30250017
"432" "fnc_assign(y20000)" 15170015
"433" "fnc_assign(y50000)" 36840298
"434" "fnc_assign(y100)" 83071
"435" "fnc_assign(y40000)" 30107643
"436" "fnc_assign(y30000)" 22299398
"437" "fnc_assign(y20000)" 14964509
"438" "fnc_assign(y50000)" 37336288
"439" "fnc_assign(y50000)" 37511442
"440" "fnc_assign(y30000)" 22874580
"441" "fnc_assign(y100)" 87844
"442" "fnc_assign(y1000)" 692409
"443" "fnc_assign(y50000)" 37049714
"444" "fnc_assign(y40000)" 30208539
"445" "fnc_assign(y30000)" 25831942
"446" "fnc_assign(y10000)" 7335183
"447" "fnc_assign(y30000)" 23025395
"448" "fnc_assign(y30000)" 22917910
"449" "fnc_assign(y100)" 99499
"450" "fnc_assign(y1000)" 850255
"451" "fnc_assign(y100)" 85249
"452" "fnc_assign(y40000)" 30165628
"453" "fnc_assign(y50000)" 38425079
"454" "fnc_assign(y30000)" 22891349
"455" "fnc_assign(y40000)" 29195570
"456" "fnc_assign(y20000)" 15137064
"457" "fnc_assign(y10000)" 8021824
"458" "fnc_assign(y20000)" 14952824
"459" "fnc_assign(y40000)" 29594218
"460" "fnc_assign(y50000)" 38324998
"461" "fnc_assign(y100)" 83979
"462" "fnc_assign(y1000)" 692856
"463" "fnc_assign(y1000)" 715903
"464" "fnc_assign(y1000)" 732716
"465" "fnc_assign(y40000)" 29365234
"466" "fnc_assign(y40000)" 30000432
"467" "fnc_assign(y1000)" 747939
"468" "fnc_assign(y1000)" 734118
"469" "fnc_assign(y1000)" 717070
"470" "fnc_assign(y20000)" 15106827
"471" "fnc_assign(y20000)" 14997103
"472" "fnc_assign(y1000)" 730097
"473" "fnc_assign(y20000)" 15009476
"474" "fnc_assign(y10000)" 7956162
"475" "fnc_assign(y40000)" 29343256
"476" "fnc_assign(y40000)" 30340004
"477" "fnc_assign(y20000)" 46471979
"478" "fnc_assign(y10000)" 6983683
"479" "fnc_assign(y10000)" 7838497
"480" "fnc_assign(y1000)" 720800
"481" "fnc_assign(y30000)" 21759774
"482" "fnc_assign(y10000)" 7802067
"483" "fnc_assign(y100)" 92291
"484" "fnc_assign(y5000)" 3430747
"485" "fnc_assign(y50000)" 36309737
"486" "fnc_assign(y20000)" 14756410
"487" "fnc_assign(y5000)" 3406614
"488" "fnc_assign(y50000)" 37071527
"489" "fnc_assign(y40000)" 28413986
"490" "fnc_assign(y1000)" 733701
"491" "fnc_assign(y1000)" 710188
"492" "fnc_assign(y5000)" 4265597
"493" "fnc_assign(y10000)" 6813971
"494" "fnc_assign(y20000)" 14839183
"495" "fnc_assign(y1000)" 687280
"496" "fnc_assign(y100)" 84333
"497" "fnc_assign(y5000)" 3477487
"498" "fnc_assign(y5000)" 3575802
"499" "fnc_assign(y20000)" 14662071
"500" "fnc_assign(y5000)" 4284183
"501" "fnc_assign(y1000)" 704029
"502" "fnc_assign(y1000)" 685152
"503" "fnc_assign(y10000)" 6935425
"504" "fnc_assign(y10000)" 7801125
"505" "fnc_assign(y20000)" 13761896
"506" "fnc_assign(y1000)" 783183
"507" "fnc_assign(y50000)" 37105450
"508" "fnc_assign(y30000)" 21500810
"509" "fnc_assign(y5000)" 3519618
"510" "fnc_assign(y50000)" 37786037
"511" "fnc_assign(y30000)" 22720695
"512" "fnc_assign(y5000)" 3646109
"513" "fnc_assign(y40000)" 30076339
"514" "fnc_assign(y5000)" 3662703
"515" "fnc_assign(y50000)" 37384604
"516" "fnc_assign(y40000)" 30153567
"517" "fnc_assign(y100)" 92627
"518" "fnc_assign(y100)" 82979
"519" "fnc_assign(y20000)" 14927285
"520" "fnc_assign(y30000)" 22365158
"521" "fnc_assign(y100)" 88606
"522" "fnc_assign(y5000)" 4261643
"523" "fnc_assign(y50000)" 37131650
"524" "fnc_assign(y30000)" 22080272
"525" "fnc_assign(y5000)" 3584894
"526" "fnc_assign(y10000)" 7961922
"527" "fnc_assign(y10000)" 7162526
"528" "fnc_assign(y20000)" 14978209
"529" "fnc_assign(y20000)" 15038512
"530" "fnc_assign(y40000)" 29783025
"531" "fnc_assign(y30000)" 22232627
"532" "fnc_assign(y1000)" 745308
"533" "fnc_assign(y20000)" 14891858
"534" "fnc_assign(y30000)" 22361592
"535" "fnc_assign(y40000)" 29860377
"536" "fnc_assign(y100)" 101708
"537" "fnc_assign(y50000)" 37132034
"538" "fnc_assign(y40000)" 30069673
"539" "fnc_assign(y50000)" 37044159
"540" "fnc_assign(y50000)" 37650592
"541" "fnc_assign(y1000)" 705979
"542" "fnc_assign(y40000)" 29274955
"543" "fnc_assign(y10000)" 7699229
"544" "fnc_assign(y5000)" 3616850
"545" "fnc_assign(y20000)" 15020403
"546" "fnc_assign(y100)" 90202
"547" "fnc_assign(y1000)" 750201
"548" "fnc_assign(y100)" 82553
"549" "fnc_assign(y30000)" 22383153
"550" "fnc_assign(y30000)" 22774109
"551" "fnc_assign(y1000)" 711523
"552" "fnc_assign(y1000)" 700723
"553" "fnc_assign(y1000)" 745244
"554" "fnc_assign(y10000)" 7283183
"555" "fnc_assign(y1000)" 740549
"556" "fnc_assign(y50000)" 39126479
"557" "fnc_assign(y5000)" 3407146
"558" "fnc_assign(y30000)" 21830798
"559" "fnc_assign(y50000)" 37202806
"560" "fnc_assign(y40000)" 30341926
"561" "fnc_assign(y100)" 98464
"562" "fnc_assign(y1000)" 759557
"563" "fnc_assign(y5000)" 3644304
"564" "fnc_assign(y10000)" 7729995
"565" "fnc_assign(y100)" 89820
"566" "fnc_assign(y10000)" 7424647
"567" "fnc_assign(y5000)" 4260944
"568" "fnc_assign(y100)" 85924
"569" "fnc_assign(y50000)" 36859291
"570" "fnc_assign(y50000)" 37239752
"571" "fnc_assign(y30000)" 22182078
"572" "fnc_assign(y5000)" 4269594
"573" "fnc_assign(y5000)" 3503648
"574" "fnc_assign(y40000)" 30064688
"575" "fnc_assign(y10000)" 6986761
"576" "fnc_assign(y5000)" 3614570
"577" "fnc_assign(y100)" 89118
"578" "fnc_assign(y30000)" 23118017
"579" "fnc_assign(y10000)" 7204153
"580" "fnc_assign(y10000)" 7226350
"581" "fnc_assign(y10000)" 7912279
"582" "fnc_assign(y20000)" 15130043
"583" "fnc_assign(y40000)" 30229416
"584" "fnc_assign(y40000)" 29191304
"585" "fnc_assign(y1000)" 749634
"586" "fnc_assign(y5000)" 4318143
"587" "fnc_assign(y40000)" 29297667
"588" "fnc_assign(y10000)" 7752676
"589" "fnc_assign(y1000)" 739890
"590" "fnc_assign(y5000)" 3749949
"591" "fnc_assign(y10000)" 7921359
"592" "fnc_assign(y20000)" 14466055
"593" "fnc_assign(y30000)" 22876663
"594" "fnc_assign(y50000)" 37619779
"595" "fnc_assign(y100)" 97465
"596" "fnc_assign(y40000)" 30049973
"597" "fnc_assign(y5000)" 3663102
"598" "fnc_assign(y50000)" 37361168
"599" "fnc_assign(y20000)" 15220147
"600" "fnc_assign(y30000)" 22377707
"601" "fnc_assign(y1000)" 1435357
"602" "fnc_assign(y100)" 80630
"603" "fnc_assign(y5000)" 3465796
"604" "fnc_assign(y40000)" 30172266
"605" "fnc_assign(y100)" 85148
"606" "fnc_assign(y100)" 78650
"607" "fnc_assign(y100)" 75997
"608" "fnc_assign(y10000)" 7037865
"609" "fnc_assign(y100)" 88466
"610" "fnc_assign(y10000)" 7412109
"611" "fnc_assign(y100)" 90811
"612" "fnc_assign(y100)" 84802
"613" "fnc_assign(y5000)" 4294523
"614" "fnc_assign(y30000)" 22221760
"615" "fnc_assign(y10000)" 7325226
"616" "fnc_assign(y50000)" 43885680
"617" "fnc_assign(y1000)" 1299124
"618" "fnc_assign(y5000)" 6190284
"619" "fnc_assign(y10000)" 9521984
"620" "fnc_assign(y100)" 103355
"621" "fnc_assign(y40000)" 32871949
"622" "fnc_assign(y10000)" 8049298
"623" "fnc_assign(y20000)" 15061613
"624" "fnc_assign(y5000)" 3437466
"625" "fnc_assign(y40000)" 30155439
"626" "fnc_assign(y20000)" 14248800
"627" "fnc_assign(y40000)" 30634446
"628" "fnc_assign(y100)" 92308
"629" "fnc_assign(y100)" 81854
"630" "fnc_assign(y50000)" 37279158
"631" "fnc_assign(y30000)" 22858167
"632" "fnc_assign(y20000)" 15069021
"633" "fnc_assign(y40000)" 29473664
"634" "fnc_assign(y100)" 87621
"635" "fnc_assign(y20000)" 15093869
"636" "fnc_assign(y10000)" 7686959
"637" "fnc_assign(y10000)" 7326463
"638" "fnc_assign(y10000)" 7795898
"639" "fnc_assign(y40000)" 29470305
"640" "fnc_assign(y5000)" 35626590
"641" "fnc_assign(y5000)" 3503292
"642" "fnc_assign(y5000)" 3480338
"643" "fnc_assign(y30000)" 21639766
"644" "fnc_assign(y50000)" 37124169
"645" "fnc_assign(y20000)" 14417661
"646" "fnc_assign(y30000)" 21732092
"647" "fnc_assign(y50000)" 36306565
"648" "fnc_assign(y5000)" 3479865
"649" "fnc_assign(y5000)" 4285515
"650" "fnc_assign(y50000)" 36044718
"651" "fnc_assign(y10000)" 6949066
"652" "fnc_assign(y10000)" 7967725
"653" "fnc_assign(y50000)" 36196211
"654" "fnc_assign(y5000)" 3522950
"655" "fnc_assign(y50000)" 36197810
"656" "fnc_assign(y40000)" 29412700
"657" "fnc_assign(y5000)" 3490151
"658" "fnc_assign(y20000)" 14739201
"659" "fnc_assign(y20000)" 14705649
"660" "fnc_assign(y100)" 80143
"661" "fnc_assign(y10000)" 9139901
"662" "fnc_assign(y30000)" 21990698
"663" "fnc_assign(y30000)" 22730616
"664" "fnc_assign(y30000)" 23264746
"665" "fnc_assign(y20000)" 14943451
"666" "fnc_assign(y5000)" 3397159
"667" "fnc_assign(y20000)" 15191620
"668" "fnc_assign(y50000)" 36862725
"669" "fnc_assign(y30000)" 22404982
"670" "fnc_assign(y40000)" 29932232
"671" "fnc_assign(y20000)" 14957391
"672" "fnc_assign(y30000)" 22461126
"673" "fnc_assign(y1000)" 734078
"674" "fnc_assign(y50000)" 37231306
"675" "fnc_assign(y10000)" 7827487
"676" "fnc_assign(y30000)" 22327121
"677" "fnc_assign(y100)" 102163
