"Fnc" "Time"
"54" "fnc_combines(y)" 112745207
"55" "fnc_assign(y)" 7022685
"56" "fnc_assign(y)" 7179237
"57" "fnc_assign(y)" 7714900
"58" "fnc_combines(y)" 110247442
"59" "fnc_prealloc(y)" 6548280
"60" "fnc_prealloc(y)" 6777268
"61" "fnc_assign(y)" 7909935
"62" "fnc_combines(y)" 110334343
"63" "fnc_assign(y)" 7087008
"64" "fnc_assign(y)" 7368791
"65" "fnc_prealloc(y)" 7346980
"66" "fnc_prealloc(y)" 7029594
"67" "fnc_assign(y)" 7863027
"68" "fnc_assign(y)" 7156979
"69" "fnc_prealloc(y)" 38846692
"70" "fnc_combines(y)" 110321319
"71" "fnc_prealloc(y)" 6649514
"72" "fnc_prealloc(y)" 6778844
"73" "fnc_combines(y)" 110711382
"74" "fnc_prealloc(y)" 6788829
"75" "fnc_assign(y)" 7498371
"76" "fnc_combines(y)" 112968705
"77" "fnc_prealloc(y)" 6670321
"78" "fnc_assign(y)" 7937902
"79" "fnc_prealloc(y)" 6795988
"80" "fnc_prealloc(y)" 7456778
"81" "fnc_combines(y)" 115488444
"82" "fnc_prealloc(y)" 6596986
"83" "fnc_prealloc(y)" 6906872
"84" "fnc_prealloc(y)" 7439186
"85" "fnc_combines(y)" 111530812
"86" "fnc_prealloc(y)" 6722370
"87" "fnc_prealloc(y)" 6846799
"88" "fnc_combines(y)" 113520834
"89" "fnc_combines(y)" 113526674
"90" "fnc_prealloc(y)" 6599432
"91" "fnc_assign(y)" 7118408
"92" "fnc_combines(y)" 113105266
"93" "fnc_combines(y)" 143028127
"94" "fnc_assign(y)" 7106477
"95" "fnc_prealloc(y)" 6674367
"96" "fnc_assign(y)" 7887438
"97" "fnc_combines(y)" 112271982
"98" "fnc_prealloc(y)" 6804582
"99" "fnc_prealloc(y)" 6903543
"100" "fnc_combines(y)" 113779843
"101" "fnc_assign(y)" 7039602
"102" "fnc_combines(y)" 113198882
"103" "fnc_combines(y)" 112101024
"104" "fnc_combines(y)" 112273397
"105" "fnc_assign(y)" 7074952
"106" "fnc_combines(y)" 111319664
"107" "fnc_prealloc(y)" 6642624
"108" "fnc_assign(y)" 7090442
"109" "fnc_prealloc(y)" 7388742
"110" "fnc_prealloc(y)" 7116504
"111" "fnc_assign(y)" 8103749
"112" "fnc_prealloc(y)" 6809928
"113" "fnc_assign(y)" 7965084
"114" "fnc_combines(y)" 111771227
"115" "fnc_prealloc(y)" 6695651
"116" "fnc_prealloc(y)" 6893972
"117" "fnc_prealloc(y)" 40417348
"118" "fnc_assign(y)" 7305522
"119" "fnc_assign(y)" 7781872
"120" "fnc_combines(y)" 114396821
"121" "fnc_combines(y)" 111646024
"122" "fnc_assign(y)" 7195334
"123" "fnc_assign(y)" 7448000
"124" "fnc_prealloc(y)" 7776079
"125" "fnc_combines(y)" 112961574
"126" "fnc_prealloc(y)" 6813130
"127" "fnc_combines(y)" 111207987
"128" "fnc_assign(y)" 7220050
"129" "fnc_prealloc(y)" 6753388
"130" "fnc_prealloc(y)" 7428915
"131" "fnc_assign(y)" 7340923
"132" "fnc_assign(y)" 7911874
"133" "fnc_prealloc(y)" 6848036
"134" "fnc_combines(y)" 111207772
"135" "fnc_assign(y)" 7101169
"136" "fnc_assign(y)" 7455433
"137" "fnc_combines(y)" 113650006
"138" "fnc_prealloc(y)" 6776126
"139" "fnc_combines(y)" 111833758
"140" "fnc_assign(y)" 7163373
"141" "fnc_prealloc(y)" 6737466
"142" "fnc_assign(y)" 7848545
"143" "fnc_prealloc(y)" 6837072
"144" "fnc_assign(y)" 7917033
"145" "fnc_combines(y)" 143117289
"146" "fnc_combines(y)" 113143854
"147" "fnc_combines(y)" 112331595
"148" "fnc_combines(y)" 112275091
"149" "fnc_assign(y)" 7153386
"150" "fnc_assign(y)" 7339084
"151" "fnc_prealloc(y)" 7345607
"152" "fnc_prealloc(y)" 6914862
"153" "fnc_prealloc(y)" 7582406
"154" "fnc_assign(y)" 7372077
"155" "fnc_assign(y)" 8272970
"156" "fnc_assign(y)" 7149397
"157" "fnc_combines(y)" 112418857
"158" "fnc_assign(y)" 7161285
"159" "fnc_prealloc(y)" 7000633
"160" "fnc_assign(y)" 8059009
"161" "fnc_prealloc(y)" 6994306
"162" "fnc_combines(y)" 112295767
"163" "fnc_prealloc(y)" 6724119
"164" "fnc_assign(y)" 7443030
"165" "fnc_combines(y)" 117359264
"166" "fnc_combines(y)" 114845116
"167" "fnc_prealloc(y)" 7133090
"168" "fnc_prealloc(y)" 7032409
"169" "fnc_combines(y)" 149033016
"170" "fnc_assign(y)" 7451760
"171" "fnc_prealloc(y)" 6944743
"172" "fnc_prealloc(y)" 7468368
"173" "fnc_combines(y)" 114921067
"174" "fnc_prealloc(y)" 6924144
"175" "fnc_assign(y)" 7526450
"176" "fnc_assign(y)" 8210909
"177" "fnc_prealloc(y)" 6828422
"178" "fnc_combines(y)" 114436758
"179" "fnc_assign(y)" 7148569
"180" "fnc_prealloc(y)" 7271068
"181" "fnc_assign(y)" 7922243
"182" "fnc_combines(y)" 116736200
"183" "fnc_prealloc(y)" 6912898
"184" "fnc_prealloc(y)" 6936544
"185" "fnc_assign(y)" 8192294
"186" "fnc_prealloc(y)" 6913551
"187" "fnc_prealloc(y)" 7679129
"188" "fnc_assign(y)" 7386967
"189" "fnc_prealloc(y)" 7882630
"190" "fnc_assign(y)" 7373202
"191" "fnc_assign(y)" 7448740
"192" "fnc_combines(y)" 114969598
"193" "fnc_assign(y)" 7357138
"194" "fnc_combines(y)" 116890280
"195" "fnc_assign(y)" 7114083
"196" "fnc_combines(y)" 115334091
"197" "fnc_assign(y)" 7238017
"198" "fnc_prealloc(y)" 7029223
"199" "fnc_prealloc(y)" 7446481
"200" "fnc_prealloc(y)" 7531100
"201" "fnc_combines(y)" 115489545
"202" "fnc_combines(y)" 149916215
"203" "fnc_combines(y)" 114541715
"204" "fnc_assign(y)" 7260959
"205" "fnc_assign(y)" 7334517
"206" "fnc_assign(y)" 8186467
"207" "fnc_prealloc(y)" 6894032
"208" "fnc_prealloc(y)" 7898109
"209" "fnc_assign(y)" 7316079
"210" "fnc_assign(y)" 8471468
"211" "fnc_assign(y)" 7333209
"212" "fnc_assign(y)" 7726764
"213" "fnc_combines(y)" 114241351
"214" "fnc_assign(y)" 7411177
"215" "fnc_assign(y)" 7464438
"216" "fnc_combines(y)" 116807537
"217" "fnc_combines(y)" 114116147
"218" "fnc_prealloc(y)" 7016430
"219" "fnc_combines(y)" 115600090
"220" "fnc_prealloc(y)" 6767152
"221" "fnc_combines(y)" 114928764
"222" "fnc_assign(y)" 7973632
"223" "fnc_combines(y)" 112058668
"224" "fnc_combines(y)" 142578233
"225" "fnc_assign(y)" 7246331
"226" "fnc_assign(y)" 7052139
"227" "fnc_assign(y)" 7827548
"228" "fnc_assign(y)" 7366416
"229" "fnc_assign(y)" 8044510
"230" "fnc_combines(y)" 111306595
"231" "fnc_assign(y)" 7123492
"232" "fnc_assign(y)" 7571587
"233" "fnc_combines(y)" 112569254
"234" "fnc_combines(y)" 113697999
"235" "fnc_combines(y)" 111446747
"236" "fnc_assign(y)" 7082216
"237" "fnc_combines(y)" 112402540
"238" "fnc_prealloc(y)" 6727842
"239" "fnc_prealloc(y)" 6691222
"240" "fnc_combines(y)" 111794679
"241" "fnc_combines(y)" 110945937
"242" "fnc_prealloc(y)" 6682217
"243" "fnc_prealloc(y)" 6716963
"244" "fnc_combines(y)" 142512828
"245" "fnc_combines(y)" 111829277
"246" "fnc_assign(y)" 7075662
"247" "fnc_assign(y)" 7021150
"248" "fnc_prealloc(y)" 7230735
"249" "fnc_assign(y)" 7357457
"250" "fnc_prealloc(y)" 7329710
"251" "fnc_combines(y)" 110491593
"252" "fnc_prealloc(y)" 6614677
"253" "fnc_prealloc(y)" 7001607
"254" "fnc_prealloc(y)" 7388348
"255" "fnc_combines(y)" 111780417
"256" "fnc_prealloc(y)" 6547961
"257" "fnc_prealloc(y)" 6666849
"258" "fnc_assign(y)" 7788047
"259" "fnc_combines(y)" 110815948
"260" "fnc_assign(y)" 6976997
"261" "fnc_assign(y)" 7368905
"262" "fnc_assign(y)" 7751659
"263" "fnc_combines(y)" 112669680
"264" "fnc_prealloc(y)" 6734025
"265" "fnc_combines(y)" 115809618
"266" "fnc_assign(y)" 8063783
"267" "fnc_assign(y)" 7283586
"268" "fnc_combines(y)" 116993974
"269" "fnc_combines(y)" 144966402
"270" "fnc_assign(y)" 7277087
"271" "fnc_combines(y)" 116217458
"272" "fnc_assign(y)" 8563435
"273" "fnc_assign(y)" 7360798
"274" "fnc_assign(y)" 7901762
"275" "fnc_combines(y)" 112197917
"276" "fnc_prealloc(y)" 6674585
"277" "fnc_prealloc(y)" 6885826
"278" "fnc_prealloc(y)" 7511323
"279" "fnc_combines(y)" 112879992
"280" "fnc_assign(y)" 7188707
"281" "fnc_prealloc(y)" 6740226
"282" "fnc_assign(y)" 7870945
"283" "fnc_prealloc(y)" 6918863
"284" "fnc_combines(y)" 111202278
"285" "fnc_combines(y)" 113460798
"286" "fnc_prealloc(y)" 7641190
"287" "fnc_combines(y)" 111954108
"288" "fnc_assign(y)" 7183792
"289" "fnc_combines(y)" 112637528
"290" "fnc_prealloc(y)" 6678545
"291" "fnc_combines(y)" 142426645
"292" "fnc_prealloc(y)" 6660986
"293" "fnc_combines(y)" 112364225
"294" "fnc_combines(y)" 111558156
"295" "fnc_prealloc(y)" 6607807
"296" "fnc_combines(y)" 111388283
"297" "fnc_prealloc(y)" 6650561
"298" "fnc_combines(y)" 112453371
"299" "fnc_combines(y)" 113582842
"300" "fnc_prealloc(y)" 6817816
