"Fnc" "Time"
"652" "fnc_assign(y40000)" 1006177543
"653" "fnc_assign(y20000)" 261769319
"654" "fnc_assign(y40000)" 999049334
"655" "fnc_assign(y20000)" 259971051
"656" "fnc_assign(y20000)" 261203733
"657" "fnc_assign(y100)" 120443
"658" "fnc_assign(y50000)" 1606057664
"659" "fnc_assign(y20000)" 263592826
"660" "fnc_assign(y20000)" 232949622
"661" "fnc_assign(y10000)" 92913172
"662" "fnc_assign(y20000)" 232372945
"663" "fnc_assign(y30000)" 570350634
"664" "fnc_assign(y50000)" 1608802024
"665" "fnc_assign(y20000)" 264095542
"666" "fnc_assign(y50000)" 1579520474
"667" "fnc_assign(y50000)" 1613668656
"668" "fnc_assign(y40000)" 1004169893
"669" "fnc_assign(y1000)" 1340226
"670" "fnc_assign(y5000)" 18544977
"671" "fnc_assign(y1000)" 2113354
"672" "fnc_assign(y1000)" 1201439
"673" "fnc_assign(y10000)" 91507483
"674" "fnc_assign(y100)" 103066
"675" "fnc_assign(y20000)" 231003977
"676" "fnc_assign(y30000)" 568489629
"677" "fnc_assign(y30000)" 568751681
"678" "fnc_assign(y30000)" 568300262
"679" "fnc_assign(y50000)" 1758289214
"680" "fnc_assign(y20000)" 306789786
"681" "fnc_assign(y50000)" 1793265299
"682" "fnc_assign(y1000)" 2253461
"683" "fnc_assign(y40000)" 1205792306
"684" "fnc_assign(y20000)" 266263286
"685" "fnc_assign(y5000)" 21643518
"686" "fnc_assign(y5000)" 47860225
"687" "fnc_assign(y1000)" 1275024
"688" "fnc_assign(y10000)" 63323869
"689" "fnc_assign(y30000)" 693402490
"690" "fnc_assign(y20000)" 281530410
"691" "fnc_assign(y40000)" 1055437944
"692" "fnc_assign(y30000)" 569941733
"693" "fnc_assign(y50000)" 1583760957
"694" "fnc_assign(y10000)" 93863510
"695" "fnc_assign(y40000)" 997290691
"696" "fnc_assign(y100)" 120590
"697" "fnc_assign(y30000)" 571409489
"698" "fnc_assign(y1000)" 2115462
"699" "fnc_assign(y30000)" 567654630
"700" "fnc_assign(y50000)" 1595142874
"701" "fnc_assign(y100)" 118711
"702" "fnc_assign(y1000)" 1289297
"703" "fnc_assign(y10000)" 95188604
"704" "fnc_assign(y30000)" 540867294
"705" "fnc_assign(y100)" 125754
"706" "fnc_assign(y30000)" 569240792
"707" "fnc_assign(y100)" 120411
"708" "fnc_assign(y100)" 105612
"709" "fnc_assign(y20000)" 262069961
"710" "fnc_assign(y5000)" 18160277
"711" "fnc_assign(y20000)" 260653766
"712" "fnc_assign(y50000)" 1675053757
"713" "fnc_assign(y50000)" 1779368119
"714" "fnc_assign(y100)" 149431
"715" "fnc_assign(y30000)" 710183001
"716" "fnc_assign(y100)" 215390
"717" "fnc_assign(y1000)" 2536694
"718" "fnc_assign(y30000)" 697577671
"719" "fnc_assign(y100)" 120870
"720" "fnc_assign(y10000)" 63750332
"721" "fnc_assign(y40000)" 1273030808
"722" "fnc_assign(y40000)" 1176346267
"723" "fnc_assign(y100)" 144197
"724" "fnc_assign(y40000)" 1036359332
"725" "fnc_assign(y30000)" 581048043
"726" "fnc_assign(y50000)" 1647930372
"727" "fnc_assign(y20000)" 261267112
"728" "fnc_assign(y10000)" 74302879
"729" "fnc_assign(y1000)" 1602521
"730" "fnc_assign(y100)" 117038
"731" "fnc_assign(y40000)" 1147362646
"732" "fnc_assign(y10000)" 69474370
"733" "fnc_assign(y10000)" 65649794
"734" "fnc_assign(y20000)" 263209843
"735" "fnc_assign(y20000)" 261685266
"736" "fnc_assign(y5000)" 17881397
"737" "fnc_assign(y30000)" 560759760
"738" "fnc_assign(y40000)" 1124624484
"739" "fnc_assign(y30000)" 610019609
"740" "fnc_assign(y30000)" 690820629
"741" "fnc_assign(y100)" 163324
"742" "fnc_assign(y30000)" 577496396
"743" "fnc_assign(y1000)" 1283789
"744" "fnc_assign(y5000)" 18588942
"745" "fnc_assign(y1000)" 1385444
"746" "fnc_assign(y30000)" 577497727
"747" "fnc_assign(y10000)" 109614096
"748" "fnc_assign(y100)" 166353
"749" "fnc_assign(y30000)" 728754568
"750" "fnc_assign(y20000)" 296658125
"751" "fnc_assign(y50000)" 1938065758
"752" "fnc_assign(y1000)" 2141449
"753" "fnc_assign(y5000)" 26827074
"754" "fnc_assign(y10000)" 77083376
"755" "fnc_assign(y10000)" 80836123
"756" "fnc_assign(y1000)" 1452489
"757" "fnc_assign(y20000)" 344260901
"758" "fnc_assign(y30000)" 741731228
"759" "fnc_assign(y30000)" 708043644
"760" "fnc_assign(y100)" 117182
"761" "fnc_assign(y40000)" 1038684994
"762" "fnc_assign(y5000)" 18267040
"763" "fnc_assign(y10000)" 93188850
"764" "fnc_assign(y40000)" 996977681
"765" "fnc_assign(y20000)" 261418020
"766" "fnc_assign(y20000)" 261614224
"767" "fnc_assign(y1000)" 2105082
"768" "fnc_assign(y100)" 117371
"769" "fnc_assign(y30000)" 573140502
"770" "fnc_assign(y30000)" 540386889
"771" "fnc_assign(y1000)" 1285612
"772" "fnc_assign(y30000)" 568419924
"773" "fnc_assign(y100)" 135284
"774" "fnc_assign(y5000)" 18875046
"775" "fnc_assign(y50000)" 1684338608
"776" "fnc_assign(y100)" 110046
"777" "fnc_assign(y20000)" 266168902
"778" "fnc_assign(y30000)" 608480003
"779" "fnc_assign(y5000)" 18779252
"780" "fnc_assign(y1000)" 1402210
"781" "fnc_assign(y40000)" 1175807193
"782" "fnc_assign(y100)" 116556
"783" "fnc_assign(y40000)" 1223328991
"784" "fnc_assign(y100)" 112594
"785" "fnc_assign(y5000)" 21032815
"786" "fnc_assign(y1000)" 1451839
"787" "fnc_assign(y5000)" 21243515
"788" "fnc_assign(y10000)" 77813329
"789" "fnc_assign(y10000)" 72287593
"790" "fnc_assign(y40000)" 1308843467
"791" "fnc_assign(y10000)" 79076431
"792" "fnc_assign(y20000)" 334322793
"793" "fnc_assign(y10000)" 64065380
"794" "fnc_assign(y50000)" 1906304344
"795" "fnc_assign(y40000)" 1203084360
"796" "fnc_assign(y10000)" 75644938
"797" "fnc_assign(y10000)" 79078472
"798" "fnc_assign(y40000)" 1177173318
"799" "fnc_assign(y100)" 118236
"800" "fnc_assign(y50000)" 1854922291
